"Item_Identifier","Outlet_Identifier","Prediction (Item_Outlet_Sales)"
"FDU26","OUT045",1879
"FDN24","OUT013",884
"FDH44","OUT013",2532
"FDE23","OUT010",-1079
"FDW60","OUT017",3003
"FDQ55","OUT049",2043
"FDV32","OUT027",2453
"FDV03","OUT010",561
"FDY14","OUT010",2217
"NCL55","OUT027",5389
"DRF25","OUT017",779
"FDX03","OUT046",819
"FDF40","OUT045",3875
"FDX24","OUT010",-343
"FDA25","OUT049",1783
"FDH21","OUT018",2525
"FDB47","OUT010",1385
"FDT34","OUT019",-320
"FDS39","OUT010",425
"NCU05","OUT046",1291
"FDE02","OUT049",1579
"FDL25","OUT035",1703
"FDC50","OUT049",1575
"FDZ32","OUT049",1883
"FDV14","OUT045",1319
"FDR07","OUT045",1539
"FDB26","OUT049",1023
"NCR50","OUT045",2359
"FDP01","OUT018",2297
"FDH57","OUT045",2087
"FDM60","OUT027",2141
"FDA45","OUT017",2923
"FDU55","OUT017",4267
"FDH40","OUT035",1543
"FDG40","OUT019",-1336
"FDT12","OUT049",3671
"DRL59","OUT045",847
"FDT47","OUT018",1441
"FDI60","OUT017",1259
"DRF51","OUT027",1957
"NCK31","OUT049",879
"FDB08","OUT045",2555
"FDM44","OUT035",1895
"FDD46","OUT018",2165
"FDR27","OUT019",192
"FDV56","OUT010",-67
"FDM02","OUT049",1523
"FDU45","OUT018",1641
"FDZ10","OUT017",2135
"NCK31","OUT010",-1087
"FDR27","OUT035",2375
"FDF33","OUT013",2024
"FDJ36","OUT046",1707
"FDP33","OUT049",4071
"FDG17","OUT046",3923
"FDG47","OUT027",5605
"NCW29","OUT046",2083
"DRH59","OUT017",1311
"FDR32","OUT017",3827
"FDP48","OUT035",3143
"FDG17","OUT035",4095
"DRJ59","OUT017",831
"FDY48","OUT027",3101
"FDB02","OUT046",2875
"FDN10","OUT019",-8
"NCD55","OUT035",887
"FDX34","OUT013",2000
"FDZ38","OUT045",2647
"DRF37","OUT049",4179
"DRL47","OUT019",112
"FDL27","OUT035",1295
"NCP53","OUT035",3943
"FDT03","OUT019",1072
"FDJ28","OUT035",3199
"FDF40","OUT018",3721
"FDA32","OUT035",3679
"NCP02","OUT017",1071
"FDZ31","OUT045",3071
"NCQ29","OUT013",4172
"FDP57","OUT010",-247
"FDL32","OUT027",3277
"DRB01","OUT035",3255
"FDJ40","OUT046",1803
"FDO24","OUT018",2261
"FDO11","OUT018",3761
"FDA56","OUT035",2199
"FDF02","OUT045",1631
"FDA10","OUT013",1964
"NCI55","OUT017",2067
"FDZ40","OUT010",-1051
"FDV08","OUT049",839
"FDN48","OUT013",1520
"FDU57","OUT017",2547
"DRF49","OUT013",1876
"FDS02","OUT035",3239
"FDS43","OUT046",3035
"FDT16","OUT013",4172
"FDX19","OUT027",5125
"FDK15","OUT046",1603
"DRA12","OUT049",2283
"FDY35","OUT017",947
"NCU42","OUT013",2740
"FDD26","OUT013",3048
"FDR11","OUT018",2341
"NCP53","OUT045",3739
"FDP34","OUT045",2395
"NCV41","OUT019",-104
"FDN20","OUT018",2493
"FDZ16","OUT018",2893
"FDZ28","OUT049",2123
"NCL55","OUT013",4008
"NCJ17","OUT046",1323
"FDT37","OUT046",4107
"FDV51","OUT049",2767
"FDZ28","OUT035",2271
"FDN27","OUT013",1968
"FDS14","OUT019",552
"FDZ58","OUT045",1899
"FDD46","OUT046",2443
"FDJ03","OUT035",999
"FDU03","OUT010",949
"FDA33","OUT027",3781
"NCW53","OUT035",3239
"NCC55","OUT017",719
"FDP52","OUT019",1728
"FDE39","OUT049",1979
"FDB44","OUT035",3591
"FDG59","OUT013",764
"FDI05","OUT013",1252
"FDF59","OUT045",2027
"FDM39","OUT019",928
"FDB14","OUT013",1564
"NCS05","OUT019",272
"DRJ35","OUT045",979
"FDO31","OUT019",-504
"FDA31","OUT046",2795
"FDX40","OUT049",683
"FDW56","OUT045",3027
"FDH09","OUT018",837
"FDA52","OUT019",848
"FDF20","OUT019",1296
"FDE40","OUT046",1003
"NCU17","OUT046",1579
"NCP14","OUT035",1815
"FDN25","OUT027",2413
"FDU39","OUT049",1071
"NCM05","OUT017",4311
"FDU07","OUT017",2555
"FDF28","OUT049",2123
"FDR57","OUT049",2655
"FDJ33","OUT013",1928
"DRH23","OUT035",1063
"FDQ52","OUT046",3899
"DRK13","OUT035",3239
"FDP09","OUT046",3371
"FDR08","OUT027",3245
"FDV50","OUT045",1835
"FDT13","OUT049",3131
"FDJ27","OUT027",3053
"FDH21","OUT046",2731
"FDW14","OUT027",2845
"FDL52","OUT049",771
"FDW28","OUT017",3207
"FDL40","OUT049",1639
"FDE24","OUT046",2267
"FDX35","OUT049",3711
"FDP46","OUT017",1511
"FDX56","OUT045",3283
"FDQ45","OUT049",3079
"FDK50","OUT027",4013
"FDY26","OUT045",3303
"FDQ09","OUT017",1959
"FDN39","OUT049",2715
"FDP13","OUT017",843
"FDR51","OUT013",2536
"FDZ49","OUT010",1525
"FDL28","OUT018",3441
"FDZ10","OUT035",2199
"FDK38","OUT013",2448
"DRL49","OUT027",3677
"FDR15","OUT013",2572
"FDQ24","OUT035",4167
"FDD56","OUT013",2924
"NCR42","OUT046",579
"FDH52","OUT045",1015
"FDH57","OUT019",248
"FDR15","OUT010",521
"FDJ34","OUT035",2215
"FDW37","OUT035",1671
"FDQ23","OUT018",1441
"FDP34","OUT013",2532
"FDE04","OUT027",4325
"FDC48","OUT045",1295
"FDA47","OUT019",672
"FDI35","OUT018",2685
"NCV05","OUT013",2556
"FDR28","OUT045",2559
"FDH31","OUT017",1799
"FDP59","OUT019",-192
"FDS19","OUT018",1105
"FDM60","OUT045",695
"FDJ44","OUT018",2593
"DRH51","OUT017",1471
"DRC25","OUT017",1503
"DRE25","OUT013",1540
"NCX05","OUT049",1895
"FDR11","OUT017",2647
"DRP47","OUT045",3867
"DRC49","OUT019",368
"FDQ47","OUT027",2013
"FDL20","OUT013",1848
"FDM34","OUT035",2311
"NCN55","OUT013",3824
"FDD41","OUT035",1879
"FDE52","OUT049",1547
"NCT18","OUT019",904
"FDJ32","OUT018",805
"FDE16","OUT046",3339
"FDZ09","OUT045",2503
"DRZ11","OUT046",1995
"FDK41","OUT049",1415
"FDE56","OUT049",1107
"FDH34","OUT013",3024
"DRI49","OUT013",1284
"DRI59","OUT046",3595
"DRC36","OUT049",2863
"FDS15","OUT019",-168
"FDI07","OUT018",2957
"FDZ15","OUT018",1665
"NCX41","OUT027",4773
"NCO29","OUT019",760
"FDF57","OUT013",2816
"FDI33","OUT035",1671
"DRJ47","OUT049",2815
"FDB34","OUT046",1387
"FDY22","OUT027",3677
"DRL11","OUT017",2663
"FDY46","OUT035",3191
"FDG17","OUT013",3932
"FDE52","OUT018",1249
"DRP47","OUT027",5341
"FDO01","OUT010",213
"FDL09","OUT046",2707
"FDR57","OUT013",2628
"DRD37","OUT035",1007
"FDQ36","OUT027",2061
"FDL33","OUT049",3171
"FDL48","OUT045",807
"FDL28","OUT049",3743
"NCN29","OUT046",843
"FDO13","OUT035",2871
"FDB38","OUT045",2591
"FDI36","OUT035",3351
"FDI58","OUT035",1703
"FDH22","OUT018",1805
"FDQ27","OUT013",1812
"FDT33","OUT046",2707
"FDC56","OUT045",1867
"FDF14","OUT046",2587
"FDQ39","OUT017",3179
"NCM43","OUT017",2747
"FDS46","OUT035",2151
"FDI22","OUT049",3331
"NCE43","OUT045",2595
"FDZ36","OUT010",1065
"FDR13","OUT019",40
"FDP46","OUT018",1213
"FDW56","OUT019",1168
"FDB40","OUT017",2475
"FDM28","OUT018",2609
"FDV49","OUT013",4276
"NCS53","OUT018",2261
"FDO03","OUT049",3759
"FDT15","OUT035",3167
"FDD33","OUT049",3739
"FDX13","OUT017",4151
"FDH60","OUT013",3220
"DRH51","OUT046",1355
"NCL07","OUT049",791
"FDW51","OUT045",3367
"FDF21","OUT019",1152
"FDH26","OUT019",416
"FDJ03","OUT049",903
"FDU35","OUT017",1703
"DRL01","OUT018",3461
"FDE59","OUT045",607
"FDI60","OUT035",1303
"DRH39","OUT035",1359
"FDK36","OUT049",935
"FDN52","OUT045",1307
"FDU12","OUT017",4323
"NCT05","OUT027",5469
"FDS37","OUT027",3325
"FDK24","OUT017",895
"DRF36","OUT013",3092
"FDN46","OUT010",-343
"NCN06","OUT045",2467
"FDD59","OUT035",1575
"FDM14","OUT045",1719
"FDO10","OUT018",781
"FDU35","OUT013",1636
"NCA30","OUT018",2705
"NCO41","OUT049",1659
"FDI24","OUT046",2811
"FDZ16","OUT046",3035
"FDV47","OUT046",1355
"FDV16","OUT045",591
"FDZ22","OUT035",1527
"FDO20","OUT010",2077
"FDW38","OUT013",1016
"FDW52","OUT045",2583
"FDT43","OUT019",-976
"NCS29","OUT045",4119
"NCC31","OUT017",2579
"FDA21","OUT017",3083
"FDQ55","OUT046",1987
"NCE54","OUT049",1287
"FDD45","OUT017",1723
"NCP17","OUT017",1187
"FDR47","OUT035",3207
"DRM35","OUT013",2876
"FDR47","OUT019",1120
"FDX19","OUT010",1769
"FDV22","OUT027",3957
"FDQ46","OUT027",3221
"DRO47","OUT045",1787
"FDB44","OUT010",1485
"FDN02","OUT010",1317
"FDW10","OUT045",2703
"FDJ41","OUT019",2256
"FDM50","OUT046",1051
"FDW10","OUT035",2991
"FDY48","OUT049",1747
"NCE30","OUT027",4725
"FDO04","OUT045",871
"FDQ26","OUT010",-983
"NCX29","OUT018",2093
"FDE39","OUT046",1883
"NCR54","OUT027",4445
"NCP55","OUT027",2357
"FDX22","OUT017",3531
"FDI05","OUT035",1255
"FDC51","OUT027",3445
"FDC10","OUT013",1992
"FDJ46","OUT045",2739
"FDV10","OUT010",-1163
"FDX12","OUT027",5189
"FDL43","OUT019",-592
"DRB13","OUT046",3067
"FDF59","OUT027",3493
"FDT35","OUT049",2767
"NCJ19","OUT035",1095
"FDT35","OUT018",2549
"FDI48","OUT046",899
"DRC24","OUT019",528
"NCZ05","OUT017",1787
"FDJ57","OUT049",3279
"FDX11","OUT017",3051
"FDE09","OUT035",2039
"NCK06","OUT049",1999
"DRE37","OUT017",3103
"FDV56","OUT046",1819
"FDY43","OUT017",2811
"FDV35","OUT013",2468
"FDF05","OUT019",2240
"FDA36","OUT035",3143
"FDS13","OUT027",5549
"FDU47","OUT013",2336
"FDI36","OUT010",1217
"FDH48","OUT046",1427
"FDZ14","OUT013",2020
"FDS46","OUT013",2036
"FDE21","OUT017",2079
"FDA26","OUT049",3559
"FDV12","OUT046",1675
"FDL46","OUT019",-48
"FDN57","OUT013",2332
"NCJ18","OUT017",1923
"FDO36","OUT045",2795
"FDX55","OUT018",3245
"FDT25","OUT019",64
"FDD16","OUT049",1275
"NCX18","OUT013",3160
"NCG55","OUT018",1597
"NCV18","OUT049",1367
"NCS18","OUT035",1895
"FDC37","OUT045",1691
"FDE47","OUT046",2051
"DRG49","OUT019",1952
"FDC39","OUT049",3347
"FDH24","OUT019",672
"FDV39","OUT027",4597
"NCL17","OUT045",2227
"NCY53","OUT035",2007
"FDH52","OUT013",1128
"NCD19","OUT018",665
"FDI44","OUT046",1275
"DRD49","OUT027",5093
"FDN08","OUT035",2167
"FDO20","OUT027",5437
"FDY02","OUT046",4139
"FDX23","OUT045",1483
"FDX01","OUT017",2031
"FDH20","OUT027",3069
"NCX41","OUT017",3499
"FDD21","OUT027",3357
"DRH11","OUT019",-1016
"DRE60","OUT018",3285
"FDB10","OUT013",3796
"FDH38","OUT013",2000
"NCL07","OUT018",437
"FDD48","OUT046",1867
"NCT54","OUT027",2853
"FDF32","OUT027",4597
"DRH51","OUT045",1307
"DRG03","OUT035",2631
"NCY42","OUT019",384
"FDH32","OUT017",1695
"NCJ06","OUT027",3317
"FDH47","OUT027",3013
"FDZ08","OUT018",1165
"FDK16","OUT017",1591
"DRG01","OUT018",1009
"NCM53","OUT027",3101
"NCB07","OUT035",3271
"NCZ06","OUT035",4135
"FDU48","OUT049",2171
"NCB55","OUT027",2301
"FDP15","OUT013",4180
"FDF17","OUT046",3115
"NCN06","OUT049",2635
"DRM48","OUT018",385
"FDH10","OUT046",3115
"FDC60","OUT018",1233
"FDE35","OUT018",857
"DRI23","OUT013",2604
"NCR38","OUT013",3996
"FDP04","OUT035",1223
"NCW17","OUT045",2043
"FDX34","OUT017",2075
"NCK53","OUT045",1535
"NCO54","OUT010",-1011
"NCH55","OUT046",2027
"FDT44","OUT027",3301
"DRG49","OUT046",3835
"FDX46","OUT010",-947
"DRG36","OUT049",2747
"FDU37","OUT049",1307
"FDK10","OUT049",3007
"DRF37","OUT027",5501
"FDC44","OUT035",1983
"FDP15","OUT046",4083
"FDZ27","OUT027",2221
"FDY22","OUT019",320
"DRG51","OUT035",2823
"FDN58","OUT045",3671
"FDW01","OUT049",2543
"FDX24","OUT018",1329
"FDO51","OUT017",911
"FDJ52","OUT027",3981
"NCY06","OUT010",101
"FDE20","OUT018",2565
"FDT23","OUT010",-663
"FDQ51","OUT046",915
"FDE35","OUT046",1099
"FDB46","OUT013",3312
"NCG19","OUT035",3799
"NCL06","OUT018",3853
"FDT36","OUT019",-1248
"FDC56","OUT049",2031
"FDJ26","OUT049",3523
"FDZ59","OUT017",2835
"FDV11","OUT027",4237
"FDR13","OUT010",5
"FDI15","OUT018",3921
"FDF47","OUT018",3337
"NCB54","OUT019",168
"NCK19","OUT027",4429
"FDX16","OUT017",2511
"FDL50","OUT045",2031
"NCE31","OUT035",695
"DRJ01","OUT049",2603
"FDE22","OUT013",2620
"FDY20","OUT019",-400
"NCO14","OUT045",679
"NCR50","OUT017",2527
"DRM47","OUT017",3179
"FDO27","OUT010",-431
"FDJ20","OUT027",3469
"NCX17","OUT013",3736
"FDG59","OUT049",747
"FDD52","OUT045",1619
"FDO48","OUT017",3707
"FDC59","OUT019",-784
"FDS15","OUT018",1569
"FDB47","OUT035",3511
"FDV14","OUT019",-512
"FDB27","OUT013",3092
"FDA35","OUT035",2231
"FDN51","OUT018",3981
"FDO39","OUT019",960
"FDB28","OUT049",3151
"DRJ25","OUT046",779
"FDH46","OUT027",3077
"FDI10","OUT045",2711
"FDU21","OUT018",373
"FDD09","OUT049",2995
"FDD10","OUT046",2907
"FDN31","OUT010",1133
"FDA46","OUT018",2857
"FDM56","OUT046",1755
"FDF11","OUT010",1969
"FDS32","OUT018",2113
"NCM06","OUT013",2452
"FDZ26","OUT045",3687
"FDO01","OUT013",2228
"FDJ46","OUT049",2847
"FDG26","OUT019",2208
"FDZ38","OUT035",2943
"NCO55","OUT013",1716
"FDT60","OUT035",2183
"FDW37","OUT049",1535
"NCK42","OUT018",3141
"FDA45","OUT046",2747
"FDW55","OUT018",3857
"FDY44","OUT017",3339
"FDQ31","OUT017",1611
"FDM09","OUT049",2811
"FDH12","OUT018",1477
"NCQ43","OUT035",1967
"FDT33","OUT035",2895
"NCT41","OUT018",2177
"DRJ25","OUT010",-1199
"NCQ41","OUT046",3147
"NCN17","OUT049",1699
"DRO35","OUT027",3317
"FDU27","OUT018",673
"FDY43","OUT027",4173
"FDG46","OUT035",2103
"DRL49","OUT018",2061
"NCB55","OUT049",939
"FDK28","OUT049",4147
"FDO49","OUT045",871
"FDT03","OUT013",2988
"FDW33","OUT027",3069
"FDR02","OUT035",1943
"FDF50","OUT013",3196
"FDA40","OUT018",1217
"NCT53","OUT018",2441
"FDY60","OUT035",2519
"FDP44","OUT027",3133
"NCQ50","OUT045",3303
"NCC30","OUT017",2931
"FDQ60","OUT018",1741
"FDG41","OUT046",1787
"FDQ03","OUT046",3851
"FDM03","OUT045",1643
"FDZ51","OUT018",1349
"DRF51","OUT035",759
"FDF39","OUT017",4279
"FDW52","OUT035",2695
"FDY22","OUT049",2455
"FDG14","OUT013",2520
"FDA57","OUT017",803
"FDL45","OUT019",136
"FDX28","OUT046",1531
"NCQ54","OUT013",2744
"FDH40","OUT045",1255
"FDU52","OUT035",2679
"FDT60","OUT010",41
"FDK08","OUT045",1607
"FDN04","OUT049",2963
"FDE50","OUT013",3112
"FDI16","OUT049",903
"FDM50","OUT049",1163
"NCV30","OUT049",1055
"FDT44","OUT013",1932
"FDY60","OUT013",2440
"FDT56","OUT017",1151
"FDV58","OUT018",2833
"FDU04","OUT013",2040
"NCN05","OUT027",4333
"FDI53","OUT018",2337
"FDD34","OUT046",2651
"FDW47","OUT027",3373
"FDT51","OUT027",3277
"FDO27","OUT013",1604
"NCQ18","OUT018",1341
"NCW05","OUT013",1756
"FDI15","OUT010",2137
"NCH43","OUT010",1457
"FDT40","OUT049",2047
"NCG19","OUT017",3715
"NCM30","OUT035",839
"FDB38","OUT017",2719
"FDB22","OUT046",2443
"FDC58","OUT046",755
"NCI29","OUT013",2320
"FDA23","OUT010",-303
"DRG48","OUT013",2364
"FDV21","OUT013",1996
"NCG18","OUT019",-272
"FDG40","OUT045",523
"FDU24","OUT018",1317
"FDA22","OUT049",2747
"FDY35","OUT046",851
"FDJ15","OUT045",2863
"NCW18","OUT018",3521
"FDK56","OUT018",2785
"FDF44","OUT046",2219
"FDP51","OUT049",2035
"FDU22","OUT027",3261
"FDM28","OUT017",2947
"NCL42","OUT046",3851
"FDJ15","OUT019",1072
"FDI32","OUT018",1673
"DRL11","OUT046",2563
"DRO59","OUT018",1021
"FDA07","OUT019",176
"NCO53","OUT013",2884
"FDO21","OUT045",3563
"FDW39","OUT045",2863
"NCV17","OUT013",2168
"FDE22","OUT046",2507
"NCB06","OUT018",2289
"DRF48","OUT017",3063
"FDB05","OUT013",3948
"FDP28","OUT027",5509
"FDP23","OUT046",3507
"NCS41","OUT018",2713
"FDS40","OUT018",437
"FDA16","OUT017",3595
"FDN20","OUT035",2919
"FDF04","OUT027",5493
"DRG36","OUT018",2417
"FDW16","OUT018",1309
"FDU09","OUT017",1059
"FDW01","OUT046",2491
"FDB15","OUT045",4051
"NCJ17","OUT049",1423
"NCT18","OUT018",2653
"FDG16","OUT018",3105
"FDP27","OUT017",3155
"FDQ44","OUT027",3405
"FDL50","OUT027",3485
"FDW57","OUT027",4253
"FDS34","OUT013",1916
"NCV30","OUT035",1159
"FDD26","OUT018",2781
"FDA03","OUT045",2295
"FDS27","OUT018",2961
"FDM12","OUT013",3080
"NCV42","OUT027",3157
"NCS41","OUT046",2971
"FDN56","OUT018",2121
"DRK59","OUT046",3707
"NCG18","OUT046",1659
"NCN26","OUT017",1987
"FDI60","OUT027",2501
"NCI43","OUT049",883
"NCL17","OUT049",2355
"FDQ19","OUT019",2096
"FDY43","OUT049",2751
"FDR36","OUT049",819
"FDJ58","OUT049",2823
"DRY23","OUT045",679
"FDK26","OUT027",4477
"DRH03","OUT045",1443
"FDC10","OUT010",5
"FDD23","OUT013",3096
"FDP32","OUT045",2003
"FDO31","OUT035",1599
"FDQ57","OUT013",2392
"FDX32","OUT027",3765
"FDC39","OUT027",4613
"FDU55","OUT046",4187
"FDL45","OUT013",2040
"DRK37","OUT049",3063
"FDK22","OUT013",3480
"DRG37","OUT027",3901
"FDK22","OUT017",3531
"DRH36","OUT018",965
"DRC36","OUT018",2569
"DRE03","OUT027",2165
"FDF34","OUT046",3195
"FDZ22","OUT046",1355
"FDC44","OUT010",-147
"FDN31","OUT027",4429
"FDO03","OUT017",3823
"FDA01","OUT049",995
"NCH42","OUT049",3707
"FDF46","OUT018",1621
"DRL35","OUT046",763
"FDW46","OUT049",1143
"FDB58","OUT046",2331
"FDD47","OUT018",2509
"NCO17","OUT045",1839
"FDJ26","OUT017",3619
"FDU37","OUT045",1283
